X,Y,Z,trialNumber,phaseNumber
-0.1971571,0.9524471,0.5123643,1,3
-0.1971526,0.9526873,0.5123643,1,3
-0.1971472,0.9529586,0.5123643,1,3
-0.1971401,0.9532871,0.5123643,1,3
-0.1971347,0.9535215,0.5123643,1,3
-0.1971317,0.9536519,0.5123643,1,3
-0.1971299,0.953724,0.5123643,1,3
-0.1971315,0.9536591,0.5123643,1,3
-0.1971315,0.953658,0.5123643,1,3
-0.1971342,0.9535435,0.5123643,1,3
-0.1971362,0.9534588,0.5123643,1,3
-0.1971375,0.9534019,0.5123643,1,3
-0.1971381,0.9533749,0.5123643,1,3
-0.197141,0.9532448,0.5123643,1,3
-0.197147,0.9529656,0.5123643,1,3
-0.1971522,0.9527109,0.5123643,1,3
-0.1971549,0.9525699,0.5123643,1,3
-0.1971578,0.9524089,0.5123643,1,3
-0.1971617,0.9521887,0.5123643,1,3
-0.1971636,0.9520763,0.5123643,1,3
-0.1971622,0.9521637,0.5123643,1,3
-0.1971581,0.9523927,0.5123643,1,3
-0.1971554,0.9525418,0.5123643,1,3
-0.1971527,0.9526849,0.5123643,1,3
-0.1971491,0.9528639,0.5123643,1,3
-0.1971477,0.9529328,0.5123643,1,3
-0.1971445,0.9530833,0.5123643,1,3
-0.1971373,0.9534111,0.5123643,1,3
-0.1971296,0.9537364,0.5123643,1,3
-0.1971242,0.9539522,0.5123643,1,3
-0.1971169,0.9542332,0.5123643,1,3
-0.1971116,0.9544275,0.5123643,1,3
-0.1971066,0.9546045,0.5123643,1,3
-0.1971034,0.9547189,0.5123643,1,3
-0.1971007,0.9548104,0.5123643,1,3
-0.1970977,0.9549103,0.5123643,1,3
-0.1970948,0.9550061,0.5123643,1,3
-0.1970901,0.9551587,0.5123643,1,3
-0.1969279,0.9591596,0.5123643,2,3
-0.1969286,0.9591463,0.5123643,2,3
-0.1969296,0.9591259,0.5123643,2,3
-0.1969357,0.9590019,0.5123643,2,3
-0.1969452,0.9588089,0.5123643,2,3
-0.1969559,0.958584,0.5123643,2,3
-0.1969657,0.9583755,0.5123643,2,3
-0.1969776,0.9581141,0.5123643,2,3
-0.1969913,0.9578052,0.5123643,2,3
-0.1970024,0.9575468,0.5123643,2,3
-0.1970135,0.9572819,0.5123643,2,3
-0.1970239,0.9570237,0.5123643,2,3
-0.1970365,0.9567035,0.5123643,2,3
-0.1970482,0.9563912,0.5123643,2,3
-0.1970584,0.9561116,0.5123643,2,3
-0.197067,0.955866,0.5123643,2,3
-0.197072,0.9557186,0.5123643,2,3
-0.1970749,0.955632,0.5123643,2,3
-0.1970724,0.9557069,0.5123643,2,3
-0.1970689,0.9558105,0.5123643,2,3
-0.1970637,0.9559595,0.5123643,2,3
-0.197059,0.9560932,0.5123643,2,3
-0.1970567,0.9561595,0.5123643,2,3
-0.197055,0.9562045,0.5123643,2,3
-0.1970508,0.95632,0.5123643,2,3
