X,Y,Z,trialNumber,phaseNumber
-0.2299595,0.9235241,0.5854,1,3
-0.2299598,0.9235134,0.5854,1,3
-0.2299623,0.9234267,0.5854,1,3
-0.2299636,0.9233785,0.5854,1,3
-0.2299639,0.9233685,0.5854,1,3
-0.2299657,0.9233065,0.5854,1,3
-0.2299659,0.9232979,0.5854,1,3
-0.2299658,0.9233029,0.5854,1,3
-0.2299663,0.9232857,0.5854,1,3
-0.2299663,0.9232857,0.5854,1,3
-0.2299671,0.923255,0.5854,1,3
-0.2299674,0.9232442,0.5854,1,3
-0.229967,0.9232594,0.5854,1,3
-0.2299644,0.9233513,0.5854,1,3
-0.2299632,0.9233925,0.5854,1,3
-0.2299615,0.9234548,0.5854,1,3
-0.2299555,0.9236566,0.5854,1,3
-0.2299523,0.9237654,0.5854,1,3
-0.2299485,0.9238899,0.5854,1,3
-0.2299419,0.9241008,0.5854,1,3
-0.2299319,0.9244061,0.5854,1,3
-0.2299235,0.9246553,0.5854,1,3
-0.2299116,0.9249909,0.5854,1,3
-0.2298999,0.9253114,0.5854,1,3
-0.2298851,0.9256949,0.5854,1,3
-0.2298719,0.9260226,0.5854,1,3
-0.229853,0.9264745,0.5854,1,3
-0.2298355,0.9268707,0.5854,1,3
-0.2298156,0.9273049,0.5854,1,3
-0.2298,0.9276303,0.5854,1,3
-0.2297836,0.9279638,0.5854,1,3
-0.2297623,0.9283797,0.5854,1,3
-0.2297352,0.9288884,0.5854,1,3
-0.2297019,0.929484,0.5854,1,3
-0.2296708,0.9300159,0.5854,1,3
-0.2296433,0.9304667,0.5854,1,3
-0.2296168,0.930888,0.5854,1,3
-0.2295968,0.9311975,0.5854,1,3
-0.2295811,0.9314348,0.5854,1,3
-0.2295676,0.9316359,0.5854,1,3
-0.2295542,0.9318326,0.5854,1,3
-0.2295421,0.9320084,0.5854,1,3
-0.2295284,0.9322051,0.5854,1,3
-0.2295111,0.9324491,0.5854,1,3
-0.2294957,0.9326636,0.5854,1,3
-0.2294789,0.9328942,0.5854,1,3
-0.229468,0.9330413,0.5854,1,3
-0.2294525,0.9332495,0.5854,1,3
